State,Year,Quarter,Transaction Type,Transactions,Amount (INR),ATV (INR)
Telangana,2020,4,Peer-to-peer payments,160607487,5.91977E+11,3685.85931
Telangana,2020,4,Merchant payments,143897953,81725950703,567.9438032
Telangana,2020,4,Recharge & bill payments,38174710,22006183349,576.4597386
Telangana,2020,4,Financial Services,230134,275357720,1196.510381
Telangana,2020,4,Others,733503,366346176.4,499.4474139
Telangana,2021,1,Merchant payments,185230619,95927278281,517.8802446
Telangana,2021,1,Peer-to-peer payments,179738195,6.76276E+11,3762.563395
Telangana,2021,1,Recharge & bill payments,46371555,26447601339,570.3410493
Telangana,2021,1,Financial Services,262473,320153410.2,1219.7575
Telangana,2021,1,Others,969268,387877900.5,400.1761128
Telangana,2021,2,Peer-to-peer payments,230861833,8.72152E+11,3777.809274
Telangana,2021,2,Merchant payments,205232899,1.23208E+11,600.3315741
Telangana,2021,2,Recharge & bill payments,58637866,31877277168,543.6295579
Telangana,2021,2,Financial Services,278546,300569264.1,1079.065089
Telangana,2021,2,Others,856400,420723415.9,491.2697524
Tripura,2018,1,Recharge & bill payments,86819,14079439.57,162.170027
Tripura,2018,1,Peer-to-peer payments,44844,112229995,2502.675831
Tripura,2018,1,Financial Services,4842,672247.5882,138.8367592
Tripura,2018,1,Merchant payments,4833,6080959.883,1258.216404
Tripura,2018,1,Others,6819,4916272.513,720.9667859
Tripura,2018,2,Recharge & bill payments,118171,22554398.15,190.8623787
Tripura,2018,2,Peer-to-peer payments,73821,197666881.9,2677.6511
Tripura,2018,2,Merchant payments,9621,10570951.15,1098.737257
Tripura,2018,2,Financial Services,6925,1264101.905,182.5417913
Tripura,2018,2,Others,6021,4835385.634,803.0868019
Tripura,2018,3,Peer-to-peer payments,186065,398867427.3,2143.699392
Tripura,2018,3,Recharge & bill payments,156308,33484811.21,214.2232721
Tripura,2018,3,Merchant payments,21476,16092396.41,749.3200042
Tripura,2018,3,Financial Services,8106,1080000.011,133.2346424
Tripura,2018,3,Others,5748,4338753.081,754.8283021
Tripura,2018,4,Recharge & bill payments,204720,38334816.66,187.2548684
Tripura,2018,4,Peer-to-peer payments,179739,549068822.4,3054.811824
Tripura,2018,4,Merchant payments,50888,31066467.63,610.4871017
Tripura,2018,4,Financial Services,6441,1023126.821,158.8459588
Tripura,2018,4,Others,6271,5392365.974,859.8893277
Tripura,2019,1,Peer-to-peer payments,296993,679165332.8,2286.80586
Tripura,2019,1,Recharge & bill payments,227997,44429378.42,194.8682589
Tripura,2019,1,Merchant payments,46642,28109966.32,602.6749779
Tripura,2019,1,Financial Services,4189,461473.5886,110.1631866
Tripura,2019,1,Others,5105,4728790.472,926.3056752
Tripura,2019,2,Peer-to-peer payments,240776,751113516.2,3119.553096
Tripura,2019,2,Recharge & bill payments,218649,48989430.61,224.0551322
Tripura,2019,2,Merchant payments,64829,35275706.83,544.1346747
Tripura,2019,2,Financial Services,1899,339184.3345,178.6120771
Tripura,2019,2,Others,6405,6103644.851,952.9500158
Tripura,2019,3,Recharge & bill payments,339539,81845425.35,241.0486729
Tripura,2019,3,Peer-to-peer payments,270163,884623553.9,3274.406761
Tripura,2019,3,Merchant payments,68399,44802063.64,655.0105066
Tripura,2019,3,Financial Services,27970,582020.9903,20.80875904
Tripura,2019,3,Others,5646,5524358.927,978.4553537
Tripura,2019,4,Recharge & bill payments,373779,88001651.29,235.4376551
Tripura,2019,4,Peer-to-peer payments,359076,1071507586,2984.069072
Tripura,2019,4,Merchant payments,62458,51274033.72,820.9362087
Tripura,2019,4,Financial Services,2239,377097.6671,168.4223614
Tripura,2019,4,Others,4272,4239791.585,992.460577
Tripura,2020,1,Recharge & bill payments,449584,114355218,254.3578464
Tripura,2020,1,Peer-to-peer payments,366218,1400694934,3824.757204
Tripura,2020,1,Merchant payments,102861,68590603.64,666.8280849
Tripura,2020,1,Financial Services,1722,1066651.522,619.4259708
Tripura,2020,1,Others,4117,4071399.624,988.9238824
Tripura,2020,2,Recharge & bill payments,600206,163220166.8,271.9402451
Tripura,2020,2,Peer-to-peer payments,346863,1501452756,4328.662197
Tripura,2020,2,Merchant payments,97816,99795973.61,1020.241817
Tripura,2020,2,Financial Services,2904,2247782.522,774.0297941
Tripura,2020,2,Others,4731,2459205.001,519.8065949
Tripura,2020,3,Recharge & bill payments,627363,185201997.3,295.2070767
Tripura,2020,3,Peer-to-peer payments,477769,1959371083,4101.084589
Tripura,2020,3,Merchant payments,202106,190218136.3,941.1800554
Tripura,2020,3,Financial Services,3828,3141391.576,820.6352078
Tripura,2020,3,Others,6819,3886908.163,570.0114625
Tripura,2020,4,Peer-to-peer payments,650386,2683789890,4126.457042
Tripura,2020,4,Recharge & bill payments,631611,192385823.4,304.5954289
Tripura,2020,4,Merchant payments,357567,296872485.4,830.256946
Tripura,2020,4,Financial Services,4084,3666639.309,897.8059032
Tripura,2020,4,Others,8242,5416158.233,657.1412561
Tripura,2021,1,Peer-to-peer payments,643366,2821226151,4385.102959
Tripura,2021,1,Recharge & bill payments,508718,173211140.9,340.4855753
Tripura,2021,1,Merchant payments,350366,333743281.3,952.5561308
Tripura,2021,1,Financial Services,3146,2879929.223,915.4256907
Tripura,2021,1,Others,5827,4281067.764,734.6949999
Tripura,2021,2,Peer-to-peer payments,703728,2865655130,4072.106169
Tripura,2021,2,Recharge & bill payments,589839,189808502.9,321.7971394
Tripura,2021,2,Merchant payments,440060,404915546.5,920.1371325
Tripura,2021,2,Financial Services,3656,3503925.338,958.4040859
Tripura,2021,2,Others,7146,4271255.844,597.7128245
Uttarakhand,2018,1,Recharge & bill payments,730428,124377517.3,170.2803251
Uttarakhand,2018,1,Peer-to-peer payments,399545,1296603346,3245.199781
Uttarakhand,2018,1,Merchant payments,35382,39372913.1,1112.795012
Uttarakhand,2018,1,Financial Services,27761,5637758.556,203.0819695
Uttarakhand,2018,1,Others,53569,42553823.19,794.3740446
Uttarakhand,2018,2,Recharge & bill payments,946332,193802092.8,204.7929192
Uttarakhand,2018,2,Peer-to-peer payments,620490,2358941865,3801.740342
Uttarakhand,2018,2,Merchant payments,60494,66946005.76,1106.655301
Uttarakhand,2018,2,Financial Services,29919,7913276.779,264.4900157
Uttarakhand,2018,2,Others,46887,52152138.42,1112.294206
Uttarakhand,2018,3,Peer-to-peer payments,1049725,3356030295,3197.056653
Uttarakhand,2018,3,Recharge & bill payments,1004356,239244556.8,238.2069274
Uttarakhand,2018,3,Merchant payments,112342,84447374.87,751.6990517
Uttarakhand,2018,3,Financial Services,22792,4334709.91,190.1855875
Uttarakhand,2018,3,Others,39917,42516103.39,1065.112693
Uttarakhand,2018,4,Peer-to-peer payments,1556731,5072621132,3258.508459
Uttarakhand,2018,4,Recharge & bill payments,1252124,292877734.3,233.9047365
Uttarakhand,2018,4,Merchant payments,289733,228453045.9,788.4950829
Uttarakhand,2018,4,Financial Services,29916,6035161.099,201.7368999
Uttarakhand,2018,4,Others,50257,54285064.33,1080.149319
Uttarakhand,2019,1,Peer-to-peer payments,3499130,6512361464,1861.13733
Uttarakhand,2019,1,Recharge & bill payments,1590269,394631055.7,248.1536493
Uttarakhand,2019,1,Merchant payments,372290,226281078.8,607.8086405
Uttarakhand,2019,1,Financial Services,28784,3951610.305,137.2849606
Uttarakhand,2019,1,Others,55528,46303966.01,833.8849951
Uttarakhand,2019,2,Peer-to-peer payments,2383662,7752954671,3252.539442
Uttarakhand,2019,2,Recharge & bill payments,1616176,454962951.9,281.5058211
Uttarakhand,2019,2,Merchant payments,721858,323876953.4,448.6712808
Uttarakhand,2019,2,Financial Services,21852,2550386.477,116.7118102
Uttarakhand,2019,2,Others,69727,54187888.54,777.1435532
Uttarakhand,2019,3,Peer-to-peer payments,2313544,8512622076,3679.472738
Uttarakhand,2019,3,Recharge & bill payments,2201606,683772297,310.578867
Uttarakhand,2019,3,Merchant payments,1121052,480794827.1,428.8782564
Uttarakhand,2019,3,Financial Services,12119,4570326.192,377.1207354
Uttarakhand,2019,3,Others,62155,47272543.29,760.5589783
Uttarakhand,2019,4,Peer-to-peer payments,3210116,11020339547,3433.003526
Uttarakhand,2019,4,Recharge & bill payments,2547173,817728111.5,321.0335974
Uttarakhand,2019,4,Merchant payments,1542944,701746516.9,454.8101013
Uttarakhand,2019,4,Financial Services,11585,3555524.377,306.9075854
Uttarakhand,2019,4,Others,50298,30336605.84,603.1374178
Uttarakhand,2020,1,Peer-to-peer payments,3792776,13999676597,3691.142476
Uttarakhand,2020,1,Recharge & bill payments,2990764,1028598924,343.925139
Uttarakhand,2020,1,Merchant payments,2289657,1094245197,477.9079125
Uttarakhand,2020,1,Financial Services,10246,8180881.809,798.4463994
Uttarakhand,2020,1,Others,48341,27378658.63,566.3651689
Uttarakhand,2020,2,Recharge & bill payments,3755695,1303523585,347.0791917
Uttarakhand,2020,2,Peer-to-peer payments,3656029,13572964170,3712.488104
Uttarakhand,2020,2,Merchant payments,1587042,1181497493,744.4651704
Uttarakhand,2020,2,Financial Services,15023,17612288.06,1172.354926
Uttarakhand,2020,2,Others,33981,18590166.38,547.075318
Uttarakhand,2020,3,Peer-to-peer payments,4836512,18377468807,3799.73601
Uttarakhand,2020,3,Recharge & bill payments,3751993,1509373288,402.2857419
Uttarakhand,2020,3,Merchant payments,3164623,2166776520,684.6870922
Uttarakhand,2020,3,Financial Services,20455,26449980.58,1293.081427
Uttarakhand,2020,3,Others,45352,23442372.42,516.8983159
Uttarakhand,2020,4,Peer-to-peer payments,6748183,25748737002,3815.654822
Uttarakhand,2020,4,Merchant payments,6629201,4274032857,644.7282043
Uttarakhand,2020,4,Recharge & bill payments,4140391,1697819951,410.0627092
Uttarakhand,2020,4,Financial Services,27120,29791064.76,1098.490589
Uttarakhand,2020,4,Others,68376,42358455.01,619.493024
Uttarakhand,2021,1,Merchant payments,8393767,5283142247,629.4125447
Uttarakhand,2021,1,Peer-to-peer payments,7981710,29202365443,3658.660292
Uttarakhand,2021,1,Recharge & bill payments,4146569,1727960484,416.7205427
Uttarakhand,2021,1,Financial Services,30208,38400864,1271.215042
Uttarakhand,2021,1,Others,56148,36320362.17,646.8683154
Uttarakhand,2021,2,Peer-to-peer payments,9374939,32674145244,3485.264837
Uttarakhand,2021,2,Merchant payments,9134389,6257528832,685.051713
Uttarakhand,2021,2,Recharge & bill payments,5388285,1979824049,367.4312047
Uttarakhand,2021,2,Financial Services,31497,35404991.87,1124.075051
Uttarakhand,2021,2,Others,71322,43914757.7,615.7252699
Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827544,171.5988488
Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969149,2858.399866
Uttar Pradesh,2018,1,Merchant payments,442436,428301434.3,968.052858
Uttar Pradesh,2018,1,Financial Services,397328,75150444.99,189.1395648
Uttar Pradesh,2018,1,Others,570712,447722351.3,784.4978751
Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461,221.458671
Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440016,3423.222833
Uttar Pradesh,2018,2,Merchant payments,909545,799920463.3,879.4732127
Uttar Pradesh,2018,2,Financial Services,563213,105536911.8,187.3836574
Uttar Pradesh,2018,2,Others,521685,572768843.2,1097.920859
Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051607,2382.283918
Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029063,271.8590514
Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185,422.4184154
Uttar Pradesh,2018,3,Financial Services,603303,76605144.66,126.9762369
Uttar Pradesh,2018,3,Others,544964,493702369.6,905.9357491
Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291124,3089.944272
Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717447,253.8837933
Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671,356.6751044
Uttar Pradesh,2018,4,Financial Services,517619,76250539.86,147.3101642
Uttar Pradesh,2018,4,Others,847573,663216794.2,782.489289
Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330,2136.666476
Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102033,274.7341654
Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146,362.8915835
Uttar Pradesh,2019,1,Financial Services,389733,43341558.49,111.2083362
Uttar Pradesh,2019,1,Others,912840,637066065.9,697.8945554
Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482659,3231.187026
Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886176,320.6491931
Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107,384.3704468
Uttar Pradesh,2019,2,Financial Services,264091,38169259.95,144.5307108
Uttar Pradesh,2019,2,Others,1229734,775758168.4,630.8341222
Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023864,3524.685197
Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160943,392.9415436
Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975,377.0237686
Uttar Pradesh,2019,3,Financial Services,258548,51363215.15,198.6602687
Uttar Pradesh,2019,3,Others,1389018,683145478.1,491.8190247
Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,1.26565E+11,3121.951668
Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140370,373.7540778
Uttar Pradesh,2019,4,Merchant payments,20582052,9412924985,457.3365661
Uttar Pradesh,2019,4,Financial Services,242936,45686806.83,188.0610812
Uttar Pradesh,2019,4,Others,1239931,433285937.6,349.4435881
Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,1.47735E+11,3732.45044
Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417431,375.0609957
Uttar Pradesh,2020,1,Merchant payments,26741638,13072371617,488.8395998
Uttar Pradesh,2020,1,Financial Services,139990,64365117.41,459.7836803
Uttar Pradesh,2020,1,Others,998744,376573949.2,377.0475209
Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056,347.3414292
Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,1.5008E+11,3805.821262
Uttar Pradesh,2020,2,Merchant payments,18625913,13655151083,733.1265363
Uttar Pradesh,2020,2,Financial Services,150360,131930242.9,877.4291228
Uttar Pradesh,2020,2,Others,412073,209384339.6,508.1243847
Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,2.07531E+11,3811.409586
Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365641,438.7373316
Uttar Pradesh,2020,3,Merchant payments,34697942,24224433241,698.1518743
Uttar Pradesh,2020,3,Financial Services,206210,194129227.5,941.4151959
Uttar Pradesh,2020,3,Others,586033,303114557.1,517.231209
Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,2.94401E+11,3902.775992
Uttar Pradesh,2020,4,Merchant payments,61922138,44438824681,717.6564976
Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973969,449.6817075
Uttar Pradesh,2020,4,Financial Services,246868,255803306.1,1036.194671
Uttar Pradesh,2020,4,Others,994576,539071475.9,542.0113455
Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,3.2161E+11,3759.78684
Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381,701.9076773
Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222,476.2002899
Uttar Pradesh,2021,1,Financial Services,250656,266104783.7,1061.633409
Uttar Pradesh,2021,1,Others,853707,486435811.4,569.7924597
Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,3.88762E+11,3777.028983
Uttar Pradesh,2021,2,Merchant payments,84860582,70351401160,829.0233169
Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927129,419.8874035
Uttar Pradesh,2021,2,Financial Services,270944,266853066.8,984.9011856
Uttar Pradesh,2021,2,Others,858953,525487682.6,611.7769919
West Bengal,2018,1,Recharge & bill payments,5773831,964309486,167.0138052
West Bengal,2018,1,Peer-to-peer payments,4383075,8874266826,2024.666889
West Bengal,2018,1,Financial Services,665171,119502271.7,179.6564668
West Bengal,2018,1,Merchant payments,443378,366788699.7,827.2595836
West Bengal,2018,1,Others,444770,301111268.9,677.0044492
West Bengal,2018,2,Peer-to-peer payments,8284944,15889890047,1917.923651
West Bengal,2018,2,Recharge & bill payments,7360522,1563841174,212.4633516
West Bengal,2018,2,Financial Services,1121570,160809685.9,143.37909
West Bengal,2018,2,Merchant payments,937608,715914360.8,763.5540235
West Bengal,2018,2,Others,377802,298728202.7,790.7004271
West Bengal,2018,3,Peer-to-peer payments,41882429,38439798815,917.8025185
West Bengal,2018,3,Recharge & bill payments,7596315,1992473341,262.2947233
West Bengal,2018,3,Merchant payments,2252265,979603555.1,434.9415167
West Bengal,2018,3,Financial Services,1619524,185187032.9,114.3465814
West Bengal,2018,3,Others,354883,246871438.6,695.641771
West Bengal,2018,4,Peer-to-peer payments,17154995,35303180047,2057.895094
West Bengal,2018,4,Recharge & bill payments,9425082,2467741143,261.8270211
West Bengal,2018,4,Merchant payments,8633569,2294203497,265.730603
West Bengal,2018,4,Financial Services,734796,93755616.52,127.5940758
West Bengal,2018,4,Others,565106,330738908.2,585.268796
West Bengal,2019,1,Peer-to-peer payments,27374206,44170923882,1613.596533
West Bengal,2019,1,Recharge & bill payments,11659948,3021107712,259.1013023
West Bengal,2019,1,Merchant payments,7636726,2645438308,346.4100072
West Bengal,2019,1,Financial Services,525650,47986448.47,91.2897336
West Bengal,2019,1,Others,429858,279216273.4,649.5546749
West Bengal,2019,2,Peer-to-peer payments,20285958,48394974398,2385.639091
West Bengal,2019,2,Merchant payments,13646142,4657258459,341.2875565
West Bengal,2019,2,Recharge & bill payments,12129638,3676123279,303.0694963
West Bengal,2019,2,Financial Services,421037,45646046.99,108.4133864
West Bengal,2019,2,Others,540760,331688935.2,613.3754997
West Bengal,2019,3,Merchant payments,30804036,8273187167,268.5747792
West Bengal,2019,3,Peer-to-peer payments,21522913,57058405341,2651.054034
West Bengal,2019,3,Recharge & bill payments,13011501,4832486822,371.4011798
West Bengal,2019,3,Financial Services,558653,57054414.84,102.1285392
West Bengal,2019,3,Others,547726,319398871.5,583.1362242
West Bengal,2019,4,Peer-to-peer payments,67037576,76593333398,1142.543301
West Bengal,2019,4,Recharge & bill payments,14511711,4859794690,334.8877806
West Bengal,2019,4,Merchant payments,14187744,6477138701,456.5305591
West Bengal,2019,4,Financial Services,653648,77047243.73,117.8726834
West Bengal,2019,4,Others,415159,196296222.3,472.821792
West Bengal,2020,1,Peer-to-peer payments,28457404,82770282624,2908.567578
West Bengal,2020,1,Merchant payments,19779392,8097859089,409.4088983
West Bengal,2020,1,Recharge & bill payments,17448908,5550815440,318.1182135
West Bengal,2020,1,Financial Services,210068,58280893.55,277.4382274
West Bengal,2020,1,Others,354609,176067145.3,496.5106507
West Bengal,2020,2,Peer-to-peer payments,24855687,84984004331,3419.096979
West Bengal,2020,2,Recharge & bill payments,22220012,7496845562,337.3916073
West Bengal,2020,2,Merchant payments,10225729,7404190138,724.0745513
West Bengal,2020,2,Financial Services,130595,89987205.23,689.0555169
West Bengal,2020,2,Others,244774,124404641.8,508.2428763
West Bengal,2020,3,Peer-to-peer payments,37556349,1.33121E+11,3544.558502
West Bengal,2020,3,Recharge & bill payments,22284079,8768630923,393.4930819
West Bengal,2020,3,Merchant payments,19599024,14614394375,745.6694974
West Bengal,2020,3,Financial Services,151996,125973420.9,828.794316
West Bengal,2020,3,Others,363056,183680984.1,505.9301708
West Bengal,2020,4,Peer-to-peer payments,46437233,1.66392E+11,3583.156529
West Bengal,2020,4,Merchant payments,30077510,22241302941,739.4662304
West Bengal,2020,4,Recharge & bill payments,23158305,10074605883,435.0320925
West Bengal,2020,4,Financial Services,178455,164241191.7,920.3507424
West Bengal,2020,4,Others,489142,293466753.6,599.9622882
West Bengal,2021,1,Peer-to-peer payments,53869075,2.0224E+11,3754.292226
West Bengal,2021,1,Merchant payments,37143701,28918343691,778.5531036
West Bengal,2021,1,Recharge & bill payments,26673733,11339665945,425.1248202
West Bengal,2021,1,Financial Services,166727,175445811.9,1052.293941
West Bengal,2021,1,Others,400816,263502545.1,657.4152356
West Bengal,2021,2,Peer-to-peer payments,64661051,2.30812E+11,3569.572026
West Bengal,2021,2,Merchant payments,41696787,34787867208,834.3057034
West Bengal,2021,2,Recharge & bill payments,34799709,13331453858,383.090958
West Bengal,2021,2,Financial Services,190537,186466487.6,978.6366303
West Bengal,2021,2,Others,549353,316744715.7,576.5777482
