State,Year,Quarter,District,Code,Transactions,Amount (INR),ATV (INR),Registered Users,App Opens
Chandigarh,2018,3,Chandigarh,CH01,616936,1369354448,2219.605352,143893,0
Chandigarh,2018,4,Chandigarh,CH01,905116,2032591592,2245.669717,177747,0
Chandigarh,2019,1,Chandigarh,CH01,1274476,2396032050,1880.013473,209175,0
Chandigarh,2019,2,Chandigarh,CH01,1252470,2693116099,2150.243997,240439,1220176
Chandigarh,2019,3,Chandigarh,CH01,1506543,3269682088,2170.321118,267337,4625196
Chandigarh,2019,4,Chandigarh,CH01,1850915,4152513818,2243.492445,289590,4960441
Chandigarh,2020,1,Chandigarh,CH01,2262511,5126453070,2265.824595,312887,5201211
Chandigarh,2020,2,Chandigarh,CH01,1528010,3847015730,2517.663975,336351,3451250
Chandigarh,2020,3,Chandigarh,CH01,2158086,5089809353,2358.483097,362588,4888739
Chandigarh,2020,4,Chandigarh,CH01,2912716,6146762901,2110.320025,391402,6477974
Chandigarh,2021,1,Chandigarh,CH01,3970237,7596420860,1913.341914,419998,7919533
Chandigarh,2021,2,Chandigarh,CH01,4417547,8417673940,1905.508632,448572,4733924
Chhattisgarh,2018,1,Balod,CG01,36121,33548672.66,928.7858217,13500,0
Chhattisgarh,2018,1,Baloda Bazar,CG02,61987,55455251.91,894.62713,21747,0
Chhattisgarh,2018,1,Balrampur,CG03,29546,41793646.19,1414.528064,9313,0
Chhattisgarh,2018,1,Bastar,CG04,38895,50365512.89,1294.909703,13889,0
Chhattisgarh,2018,1,Bemetara,CG05,41406,40326244.06,973.9227181,12283,0
Chhattisgarh,2018,1,Bijapur,CG06,5863,10478592.79,1787.240796,3606,0
Chhattisgarh,2018,1,Bilaspur,CG07,158509,169865045.9,1071.64291,68704,0
Chhattisgarh,2018,1,Dantewada,CG08,8452,12999922.81,1538.088359,4894,0
Chhattisgarh,2018,1,Dhamtari,CG09,40907,36969406.65,903.7427983,15571,0
Chhattisgarh,2018,1,Durg,CG10,226774,274435199.8,1210.170477,91516,0
Chhattisgarh,2018,1,Gariyaband,CG11,40648,38684589.84,951.6972504,8679,0
Chhattisgarh,2018,1,Janjgir Champa,CG13,219761,223984259.5,1019.217512,42297,0
Chhattisgarh,2018,1,Jashpur,CG14,41174,39068620.44,948.8662854,12420,0
Chhattisgarh,2018,1,Kabirdham,CG15,32615,22661025.45,694.803785,10892,0
Chhattisgarh,2018,1,Kanker,CG16,29788,28373231.32,952.5054155,10256,0
Chhattisgarh,2018,1,Kondagaon,CG17,22249,25283402.37,1136.383764,5625,0
Chhattisgarh,2018,1,Korba,CG18,93345,99366683.14,1064.50997,39075,0
Chhattisgarh,2018,1,Korea,CG19,39025,44008432.87,1127.698472,15517,0
Chhattisgarh,2018,1,Mahasamund,CG20,64238,69201346.07,1077.264953,19608,0
Chhattisgarh,2018,1,Mungeli,CG21,19819,15819138.35,798.1804507,7387,0
Chhattisgarh,2018,1,Narayanpur,CG22,2998,2964107.202,988.6948638,1768,0
Chhattisgarh,2018,1,Raigarh,CG23,133135,140463994.7,1055.049346,51628,0
Chhattisgarh,2018,1,Raipur,CG24,323570,474633363.9,1466.864554,135308,0
Chhattisgarh,2018,1,Rajnandgaon,CG25,73040,79830832.05,1092.974152,26295,0
Chhattisgarh,2018,1,Sukma,CG26,3825,6509136.045,1701.734914,3205,0
Chhattisgarh,2018,1,Surajpur,CG27,35573,34242977.15,962.6114512,12279,0
Chhattisgarh,2018,1,Surguja,CG28,68251,77822921.04,1140.245872,22001,0
Chhattisgarh,2018,2,Balod,CG01,51273,55679688.82,1085.945601,19941,0
Chhattisgarh,2018,2,Baloda Bazar,CG02,92920,133808358.2,1440.038293,32314,0
Chhattisgarh,2018,2,Balrampur,CG03,45309,112473572.3,2482.367129,12903,0
Chhattisgarh,2018,2,Bastar,CG04,57153,96021635.69,1680.08041,19718,0
Chhattisgarh,2018,2,Bemetara,CG05,61257,80647586.93,1316.544835,17548,0
Chhattisgarh,2018,2,Bijapur,CG06,12815,26201133.9,2044.567608,5454,0
Chhattisgarh,2018,2,Bilaspur,CG07,227499,324449553.3,1426.158151,94888,0
Chhattisgarh,2018,2,Dantewada,CG08,16759,33319758.31,1988.171031,7287,0
Chhattisgarh,2018,2,Dhamtari,CG09,64767,75916210.49,1172.143383,22286,0
Chhattisgarh,2018,2,Durg,CG10,302345,466514532.1,1542.987422,124515,0
Chhattisgarh,2018,2,Gariyaband,CG11,54234,69652731.45,1284.300097,12542,0
Chhattisgarh,2018,2,Janjgir Champa,CG13,402022,565626317.4,1406.953643,60185,0
Chhattisgarh,2018,2,Jashpur,CG14,57456,81880457.76,1425.098471,17053,0
Chhattisgarh,2018,2,Kabirdham,CG15,45836,50368745.15,1098.890504,16461,0
Chhattisgarh,2018,2,Kanker,CG16,39505,60601702.39,1534.026133,15229,0
Chhattisgarh,2018,2,Kondagaon,CG17,31090,49190220.38,1582.187854,8321,0
Chhattisgarh,2018,2,Korba,CG18,138391,211036250,1524.927561,54105,0
Chhattisgarh,2018,2,Korea,CG19,54668,95050511.51,1738.686462,20966,0
Chhattisgarh,2018,2,Mahasamund,CG20,93218,124507011.7,1335.654183,28208,0
Chhattisgarh,2018,2,Mungeli,CG21,31126,36967297.02,1187.666164,11084,0
Chhattisgarh,2018,2,Narayanpur,CG22,4613,6008458.096,1302.505549,2522,0
Chhattisgarh,2018,2,Raigarh,CG23,190903,269228922.8,1410.291733,70970,0
Chhattisgarh,2018,2,Raipur,CG24,470127,841704574.3,1790.377014,185747,0
Chhattisgarh,2018,2,Rajnandgaon,CG25,118132,152826147.2,1293.689663,38120,0
Chhattisgarh,2018,2,Sukma,CG26,6329,17216596.74,2720.271249,4793,0
Chhattisgarh,2018,2,Surajpur,CG27,52149,71214642.8,1365.599394,17141,0
Chhattisgarh,2018,2,Surguja,CG28,94260,156057826.5,1655.610296,30374,0
Chhattisgarh,2018,3,Balod,CG01,71561,92661258.52,1294.856955,26663,0
Chhattisgarh,2018,3,Baloda Bazar,CG02,127539,204693993,1604.952156,43335,0
Chhattisgarh,2018,3,Balrampur,CG03,59664,150052868.3,2514.964942,17026,0
Chhattisgarh,2018,3,Bastar,CG04,84286,152773164.9,1812.556829,25975,0
Chhattisgarh,2018,3,Bemetara,CG05,73056,110600944.9,1513.920073,23151,0
Chhattisgarh,2018,3,Bijapur,CG06,23318,52221607.49,2239.54059,7785,0
Chhattisgarh,2018,3,Bilaspur,CG07,335751,498127861.8,1483.622869,119415,0
Chhattisgarh,2018,3,Dantewada,CG08,30707,61983191.58,2018.536216,10338,0
Chhattisgarh,2018,3,Dhamtari,CG09,82428,117488009,1425.341013,29271,0
Chhattisgarh,2018,3,Durg,CG10,397408,670651315.7,1687.563702,150753,0
Chhattisgarh,2018,3,Gariyaband,CG11,68853,100197481.7,1455.237705,16672,0
Chhattisgarh,2018,3,Janjgir Champa,CG13,544027,761781545.7,1400.264225,77834,0
Chhattisgarh,2018,3,Jashpur,CG14,68085,107652984.4,1581.15568,22329,0
Chhattisgarh,2018,3,Kabirdham,CG15,59769,79081577.1,1323.120298,21958,0
Chhattisgarh,2018,3,Kanker,CG16,62200,99066430.66,1592.707888,21379,0
Chhattisgarh,2018,3,Kondagaon,CG17,42641,70026983.48,1642.245338,11549,0
Chhattisgarh,2018,3,Korba,CG18,184852,293436194.6,1587.411522,68746,0
Chhattisgarh,2018,3,Korea,CG19,79975,151849657.9,1898.714071,27036,0
Chhattisgarh,2018,3,Mahasamund,CG20,125671,199853879.4,1590.294335,36628,0
Chhattisgarh,2018,3,Mungeli,CG21,40168,58982986.65,1468.407355,15251,0
Chhattisgarh,2018,3,Narayanpur,CG22,10326,14992218.07,1451.890187,3509,0
Chhattisgarh,2018,3,Raigarh,CG23,263831,410153295.3,1554.606151,89911,0
Chhattisgarh,2018,3,Raipur,CG24,659871,1235190304,1871.866325,231146,0
Chhattisgarh,2018,3,Rajnandgaon,CG25,154856,234428137.1,1513.846006,50271,0
Chhattisgarh,2018,3,Sukma,CG26,14906,34497222.33,2314.317881,6694,0
Chhattisgarh,2018,3,Surajpur,CG27,70726,117394526.2,1659.849648,23142,0
Chhattisgarh,2018,3,Surguja,CG28,123129,222467433.7,1806.783404,40025,0
Chhattisgarh,2018,4,Balod,CG01,101967,149467198.1,1465.83893,35319,0
Chhattisgarh,2018,4,Baloda Bazar,CG02,190033,295982106.4,1557.530041,60270,0
Chhattisgarh,2018,4,Balrampur,CG03,92320,247643052.9,2682.442081,22409,0
Chhattisgarh,2018,4,Bastar,CG04,123188,240073969.7,1948.842174,34157,0
Chhattisgarh,2018,4,Bemetara,CG05,100405,156087709.9,1554.581046,30148,0
Chhattisgarh,2018,4,Bijapur,CG06,38826,83030265.77,2138.522273,10547,0
Chhattisgarh,2018,4,Bilaspur,CG07,471373,730446431.9,1549.614492,153972,0
Chhattisgarh,2018,4,Dantewada,CG08,51960,114087585.9,2195.681022,14264,0
Chhattisgarh,2018,4,Dhamtari,CG09,108799,164708734,1513.880954,37491,0
Chhattisgarh,2018,4,Durg,CG10,529904,944287367.6,1781.997055,185746,0
Chhattisgarh,2018,4,Gariyaband,CG11,82751,154467158.4,1866.650052,21861,0
Chhattisgarh,2018,4,Janjgir Champa,CG13,669790,1023380163,1527.911976,107156,0
Chhattisgarh,2018,4,Jashpur,CG14,91425,181439133.8,1984.568048,29087,0
Chhattisgarh,2018,4,Kabirdham,CG15,90957,130261125.5,1432.117654,30021,0
Chhattisgarh,2018,4,Kanker,CG16,102769,204619479.1,1991.062277,29452,0
Chhattisgarh,2018,4,Kondagaon,CG17,63449,120750465.6,1903.110619,15900,0
Chhattisgarh,2018,4,Korba,CG18,270387,480365449.4,1776.584856,88680,0
Chhattisgarh,2018,4,Korea,CG19,122536,237083469.3,1934.806664,35408,0
Chhattisgarh,2018,4,Mahasamund,CG20,178873,297166565.8,1661.327119,47626,0
Chhattisgarh,2018,4,Mungeli,CG21,82792,106414846.4,1285.327646,21506,0
Chhattisgarh,2018,4,Narayanpur,CG22,20798,37921533.68,1823.325977,4918,0
Chhattisgarh,2018,4,Raigarh,CG23,371009,609355216.1,1642.427047,116785,0
Chhattisgarh,2018,4,Raipur,CG24,891868,1740861108,1951.926864,289198,0
Chhattisgarh,2018,4,Rajnandgaon,CG25,204099,352901504.8,1729.07023,64828,0
Chhattisgarh,2018,4,Sukma,CG26,29759,66493047.42,2234.384469,9189,0
Chhattisgarh,2018,4,Surajpur,CG27,109764,192938270.2,1757.755459,32284,0
Chhattisgarh,2018,4,Surguja,CG28,174043,354179706.5,2035.012649,51776,0
Chhattisgarh,2019,1,Balod,CG01,121587,177414585,1459.157517,42804,0
Chhattisgarh,2019,1,Baloda Bazar,CG02,241579,389323840.8,1611.579818,73454,0
Chhattisgarh,2019,1,Balrampur,CG03,115076,312596791.5,2716.437758,27410,0
Chhattisgarh,2019,1,Bastar,CG04,164104,303174307.2,1847.452269,41559,0
Chhattisgarh,2019,1,Bemetara,CG05,110242,185597216,1683.543622,36315,0
Chhattisgarh,2019,1,Bijapur,CG06,47810,92607592.19,1936.992098,12986,0
Chhattisgarh,2019,1,Bilaspur,CG07,760633,1049002077,1379.117231,184636,0
Chhattisgarh,2019,1,Dantewada,CG08,63018,131673356.2,2089.456286,17514,0
Chhattisgarh,2019,1,Dhamtari,CG09,127393,209101529.9,1641.389479,44369,0
Chhattisgarh,2019,1,Durg,CG10,1008156,1453318462,1441.56109,224058,0
Chhattisgarh,2019,1,Gariyaband,CG11,92577,168035253.8,1815.086402,25995,0
Chhattisgarh,2019,1,Janjgir Champa,CG13,772956,1002709901,1297.240595,130114,0
Chhattisgarh,2019,1,Jashpur,CG14,110172,222488873.2,2019.468406,35598,0
Chhattisgarh,2019,1,Kabirdham,CG15,119875,163043397.7,1360.111764,36729,0
Chhattisgarh,2019,1,Kanker,CG16,122627,239779871.6,1955.359518,36502,0
Chhattisgarh,2019,1,Kondagaon,CG17,73753,132832437.8,1801.044538,19795,0
Chhattisgarh,2019,1,Korba,CG18,372554,577233813.8,1549.396366,105570,0
Chhattisgarh,2019,1,Korea,CG19,161384,271127156.5,1680.012619,41970,0
Chhattisgarh,2019,1,Mahasamund,CG20,195292,369728146.2,1893.206819,56953,0
Chhattisgarh,2019,1,Mungeli,CG21,79597,130902009.1,1644.559583,26640,0
Chhattisgarh,2019,1,Narayanpur,CG22,26074,49783663.73,1909.322073,6161,0
Chhattisgarh,2019,1,Raigarh,CG23,487271,806661077.7,1655.467035,139059,0
Chhattisgarh,2019,1,Raipur,CG24,1847370,2956050312,1600.139827,351495,0
Chhattisgarh,2019,1,Rajnandgaon,CG25,247733,400107405.4,1615.075123,78320,0
Chhattisgarh,2019,1,Sukma,CG26,43905,89330823.72,2034.638964,11464,0
Chhattisgarh,2019,1,Surajpur,CG27,147208,231844122.9,1574.942414,39128,0
Chhattisgarh,2019,1,Surguja,CG28,227723,429088362,1884.255706,62300,0
Chhattisgarh,2019,2,Balod,CG01,126367,214449206.3,1697.034877,49629,240564
Chhattisgarh,2019,2,Baloda Bazar,CG02,221143,425860968.6,1925.72665,84458,425931
Chhattisgarh,2019,2,Balrampur,CG03,119100,347340407.6,2916.376218,32072,214601
Chhattisgarh,2019,2,Bastar,CG04,162781,366941641.6,2254.204371,48796,306391
Chhattisgarh,2019,2,Bemetara,CG05,109005,196623353.2,1803.801231,41571,196879
Chhattisgarh,2019,2,Bijapur,CG06,62405,165337534.9,2649.427689,15866,129715
Chhattisgarh,2019,2,Bilaspur,CG07,845039,1454675924,1721.430519,209039,1112112
Chhattisgarh,2019,2,Dantewada,CG08,67171,170474770.4,2537.922174,20567,125417
Chhattisgarh,2019,2,Dhamtari,CG09,129792,224601064.6,1730.469248,51082,244565
Chhattisgarh,2019,2,Durg,CG10,1547551,2380514730,1538.246384,257557,1648362
Chhattisgarh,2019,2,Gariyaband,CG11,88745,183912563.1,2072.370985,29595,162851
Chhattisgarh,2019,2,Janjgir Champa,CG13,559574,924458855.5,1652.076143,147327,1438732
Chhattisgarh,2019,2,Jashpur,CG14,117254,264280533.2,2253.914862,41149,228722
Chhattisgarh,2019,2,Kabirdham,CG15,112190,192177770.7,1712.967026,43027,215125
Chhattisgarh,2019,2,Kanker,CG16,126925,288031799.9,2269.30707,42656,254042
Chhattisgarh,2019,2,Kondagaon,CG17,71252,156325610.7,2193.982073,23091,131604
Chhattisgarh,2019,2,Korba,CG18,333692,647738439.6,1941.126667,119540,662066
Chhattisgarh,2019,2,Korea,CG19,144064,294485943.7,2044.132772,47709,253724
Chhattisgarh,2019,2,Mahasamund,CG20,186376,391467746.3,2100.419294,65492,338064
Chhattisgarh,2019,2,Mungeli,CG21,77646,155911222.3,2007.974942,31068,152275
Chhattisgarh,2019,2,Narayanpur,CG22,28248,53965415.92,1910.41546,7310,49504
Chhattisgarh,2019,2,Raigarh,CG23,431031,837453321.4,1942.907404,156178,865029
Chhattisgarh,2019,2,Raipur,CG24,3068366,5288462569,1723.543596,405792,2581481
Chhattisgarh,2019,2,Rajnandgaon,CG25,254329,483937834.9,1902.802413,91198,489047
Chhattisgarh,2019,2,Sukma,CG26,49779,135038882.9,2712.768093,13471,98219
Chhattisgarh,2019,2,Surajpur,CG27,132413,271873847.1,2053.226247,44750,235751
Chhattisgarh,2019,2,Surguja,CG28,217707,486013730.9,2232.42124,71076,405600
Chhattisgarh,2019,3,Balod,CG01,162963,249468764.9,1530.830709,54969,765025
Chhattisgarh,2019,3,Baloda Bazar,CG02,290500,476320269.7,1639.656694,93416,1376499
Chhattisgarh,2019,3,Balrampur,CG03,149868,357557994.3,2385.819483,35659,702832
Chhattisgarh,2019,3,Bastar,CG04,223444,425608185.9,1904.764441,55159,1064689
Chhattisgarh,2019,3,Bemetara,CG05,144795,215769362,1490.171359,45724,628499
Chhattisgarh,2019,3,Bijapur,CG06,91833,198283499.4,2159.174799,18114,447468
Chhattisgarh,2019,3,Bilaspur,CG07,998165,1661024493,1664.078076,230364,3912885
Chhattisgarh,2019,3,Dantewada,CG08,100063,207146775.6,2070.163553,23099,484093
Chhattisgarh,2019,3,Dhamtari,CG09,178554,267008482.6,1495.393453,56490,810027
Chhattisgarh,2019,3,Durg,CG10,2023250,2714043340,1341.427575,289803,6359888
Chhattisgarh,2019,3,Gariyaband,CG11,118147,198947427.7,1683.897413,32332,539156
Chhattisgarh,2019,3,Janjgir Champa,CG13,796397,1162313123,1459.464467,161232,4799392
Chhattisgarh,2019,3,Jashpur,CG14,152015,259121301.7,1704.577191,45820,746166
Chhattisgarh,2019,3,Kabirdham,CG15,143834,217234590.2,1510.3146,47753,690082
Chhattisgarh,2019,3,Kanker,CG16,187349,350436897.8,1870.503167,48053,894748
Chhattisgarh,2019,3,Kondagaon,CG17,98865,176502268.4,1785.285677,26016,469456
Chhattisgarh,2019,3,Korba,CG18,423953,720041271.9,1698.398813,131850,2213038
Chhattisgarh,2019,3,Korea,CG19,179034,332214564.6,1855.594829,52380,850973
Chhattisgarh,2019,3,Mahasamund,CG20,245614,451812545.5,1839.522769,72039,1117435
Chhattisgarh,2019,3,Mungeli,CG21,91597,160821668.6,1755.752574,34553,460088
Chhattisgarh,2019,3,Narayanpur,CG22,38609,62303879.75,1613.713895,8433,184839
Chhattisgarh,2019,3,Raigarh,CG23,551609,927881426.8,1682.136127,170447,2931974
Chhattisgarh,2019,3,Raipur,CG24,3977297,6485603479,1630.656066,455785,9790726
Chhattisgarh,2019,3,Rajnandgaon,CG25,347908,543905597,1563.36042,101617,1607087
Chhattisgarh,2019,3,Sukma,CG26,69659,156368729.5,2244.77425,15279,358888
Chhattisgarh,2019,3,Surajpur,CG27,164739,289672855,1758.374489,49502,764794
Chhattisgarh,2019,3,Surguja,CG28,293050,535846373.9,1828.515181,79170,1391594
Chhattisgarh,2019,4,Balod,CG01,211986,332199715.1,1567.083275,61992,973572
Chhattisgarh,2019,4,Baloda Bazar,CG02,372076,645723475.1,1735.461237,104742,1738972
Chhattisgarh,2019,4,Balrampur,CG03,203589,479163643.4,2353.583167,40750,945187
Chhattisgarh,2019,4,Bastar,CG04,290231,574718383.2,1980.210188,62497,1336400
Chhattisgarh,2019,4,Bemetara,CG05,183767,308208450.5,1677.169734,51556,800417
Chhattisgarh,2019,4,Bijapur,CG06,112547,258665089.1,2298.285064,20595,521944
Chhattisgarh,2019,4,Bilaspur,CG07,1367178,2176560886,1592.009881,257350,5102876
Chhattisgarh,2019,4,Dantewada,CG08,117225,265146167.7,2261.856837,26072,563817
Chhattisgarh,2019,4,Dhamtari,CG09,226628,364594358.2,1608.77896,62892,1008239
Chhattisgarh,2019,4,Durg,CG10,2628735,3617557460,1376.15905,321390,7774097
Chhattisgarh,2019,4,Gariyaband,CG11,147799,255244213.8,1726.968476,35867,668602
Chhattisgarh,2019,4,Janjgir Champa,CG13,869528,1362422000,1566.852361,180195,5052142
Chhattisgarh,2019,4,Jashpur,CG14,194854,350361155.7,1798.070123,52404,952488
Chhattisgarh,2019,4,Kabirdham,CG15,185476,282998909.4,1525.797997,53883,867524
Chhattisgarh,2019,4,Kanker,CG16,232027,452866036,1951.781629,55163,1096822
Chhattisgarh,2019,4,Kondagaon,CG17,123171,227155763,1844.23089,29904,567001
Chhattisgarh,2019,4,Korba,CG18,579614,1007648572,1738.482114,147812,2916267
Chhattisgarh,2019,4,Korea,CG19,244650,448456877.5,1833.054884,58350,1109403
Chhattisgarh,2019,4,Mahasamund,CG20,320354,610936099.5,1907.06562,80893,1444798
Chhattisgarh,2019,4,Mungeli,CG21,124192,211669072.7,1704.369627,39349,594474
Chhattisgarh,2019,4,Narayanpur,CG22,46004,79062278.69,1718.595746,9565,214657
Chhattisgarh,2019,4,Raigarh,CG23,727666,1244726771,1710.574317,189764,3695931
Chhattisgarh,2019,4,Raipur,CG24,5644383,9527539916,1687.96836,506122,12048734
Chhattisgarh,2019,4,Rajnandgaon,CG25,445558,711713323.6,1597.352811,113965,2012284
Chhattisgarh,2019,4,Sukma,CG26,84343,205940213.6,2441.698939,17353,417726
Chhattisgarh,2019,4,Surajpur,CG27,224124,411575360.2,1836.373437,56178,1035362
Chhattisgarh,2019,4,Surguja,CG28,398053,730934546.7,1836.274433,89297,1819241
Chhattisgarh,2020,1,Balod,CG01,266297,405890896.2,1524.203788,68724,1158964
Chhattisgarh,2020,1,Baloda Bazar,CG02,458451,758990785.3,1655.554869,115907,2012251
Chhattisgarh,2020,1,Balrampur,CG03,250651,538258897.6,2147.443647,45517,1106067
Chhattisgarh,2020,1,Bastar,CG04,343428,648430548.1,1888.112059,69623,1449271
Chhattisgarh,2020,1,Bemetara,CG05,228647,344270011.3,1505.683483,57258,960530
Chhattisgarh,2020,1,Bijapur,CG06,134336,284069645,2114.620392,22680,585981
Chhattisgarh,2020,1,Bilaspur,CG07,1626602,2606579320,1602.469024,284320,5715987
Chhattisgarh,2020,1,Dantewada,CG08,137611,289371036.1,2102.819078,28594,616147
Chhattisgarh,2020,1,Dhamtari,CG09,327305,540051855.9,1649.995741,69476,1177494
Chhattisgarh,2020,1,Durg,CG10,2720717,3703033692,1361.050668,353311,8458392
Chhattisgarh,2020,1,Gariyaband,CG11,179753,298939099.6,1663.054856,39610,776632
Chhattisgarh,2020,1,Janjgir Champa,CG13,931656,1488048447,1597.208033,199431,5380445
Chhattisgarh,2020,1,Jashpur,CG14,245808,399914857,1626.939957,59351,1142635
Chhattisgarh,2020,1,Kabirdham,CG15,226697,333091859.6,1469.32628,60401,1057255
Chhattisgarh,2020,1,Kanker,CG16,286427,543997906.3,1899.25498,61891,1271896
Chhattisgarh,2020,1,Kondagaon,CG17,163047,264923583,1624.829546,33640,683246
Chhattisgarh,2020,1,Korba,CG18,718120,1166839868,1624.853601,163500,3380235
Chhattisgarh,2020,1,Korea,CG19,282413,495684980.8,1755.177633,63940,1222085
Chhattisgarh,2020,1,Mahasamund,CG20,395381,712257295.6,1801.44543,89942,1678308
Chhattisgarh,2020,1,Mungeli,CG21,150686,245594493.8,1629.842811,44303,709713
Chhattisgarh,2020,1,Narayanpur,CG22,53826,94150093.3,1749.156417,10674,243682
Chhattisgarh,2020,1,Raigarh,CG23,853049,1441862103,1690.245347,208338,4122100
Chhattisgarh,2020,1,Raipur,CG24,7165357,12890786407,1799.043147,559412,13218985
Chhattisgarh,2020,1,Rajnandgaon,CG25,530737,829638269.6,1563.181519,126699,2331110
Chhattisgarh,2020,1,Sukma,CG26,103677,237179270.9,2287.674903,19269,475708
Chhattisgarh,2020,1,Surajpur,CG27,271529,473520926.4,1743.905536,61965,1215929
Chhattisgarh,2020,1,Surguja,CG28,471783,825221523.2,1749.154851,98711,2073053
Chhattisgarh,2020,2,Balod,CG01,375043,548044714.9,1461.285012,79582,1524125
Chhattisgarh,2020,2,Baloda Bazar,CG02,633348,1023037088,1615.284312,134301,2668360
Chhattisgarh,2020,2,Balrampur,CG03,364767,863677503.6,2367.751204,52871,1426830
Chhattisgarh,2020,2,Bastar,CG04,464740,971932585.9,2091.346959,78865,1465913
Chhattisgarh,2020,2,Bemetara,CG05,326694,493432459,1510.381149,67115,1295832
Chhattisgarh,2020,2,Bijapur,CG06,178476,411677296.5,2306.625521,25534,653143
Chhattisgarh,2020,2,Bilaspur,CG07,1317592,2187204544,1660.001385,316669,5179966
Chhattisgarh,2020,2,Dantewada,CG08,185996,395884888.1,2128.45915,32064,696614
Chhattisgarh,2020,2,Dhamtari,CG09,417014,710351734.8,1703.424189,79474,1468767
Chhattisgarh,2020,2,Durg,CG10,2269659,3224351700,1420.632659,387874,7558938
Chhattisgarh,2020,2,Gariyaband,CG11,256651,474806305.1,1850.007618,45722,991698
Chhattisgarh,2020,2,Janjgir Champa,CG13,1248433,2013421604,1612.759038,227716,6918427
Chhattisgarh,2020,2,Jashpur,CG14,352428,567530236,1610.343775,69500,1452221
Chhattisgarh,2020,2,Kabirdham,CG15,326874,523719319.5,1602.205497,70568,1431151
Chhattisgarh,2020,2,Kanker,CG16,386419,720470774.5,1864.480718,71514,1475562
Chhattisgarh,2020,2,Kondagaon,CG17,214666,365998866.8,1704.96896,39518,800308
Chhattisgarh,2020,2,Korba,CG18,944646,1508035673,1596.402963,184399,3948081
Chhattisgarh,2020,2,Korea,CG19,386555,725095695.9,1875.789204,71660,1446776
Chhattisgarh,2020,2,Mahasamund,CG20,554707,987188501,1779.657551,103117,2115996
Chhattisgarh,2020,2,Mungeli,CG21,233660,403225447.3,1725.69309,52631,1062091
Chhattisgarh,2020,2,Narayanpur,CG22,79049,144153919.7,1823.602065,12161,286793
Chhattisgarh,2020,2,Raigarh,CG23,1086995,1795114178,1651.446582,233080,4690035
Chhattisgarh,2020,2,Raipur,CG24,4506567,8132937028,1804.685702,616931,11213191
Chhattisgarh,2020,2,Rajnandgaon,CG25,673472,1115085386,1655.726424,146098,2708564
Chhattisgarh,2020,2,Sukma,CG26,142964,350776600.3,2453.600908,21763,549741
Chhattisgarh,2020,2,Surajpur,CG27,359594,668176436,1858.141226,70166,1405897
Chhattisgarh,2020,2,Surguja,CG28,533916,943051720.6,1766.292302,110765,2058364
Chhattisgarh,2020,3,Balod,CG01,471846,733232796,1553.966328,90672,1852205
Chhattisgarh,2020,3,Baloda Bazar,CG02,771002,1235479975,1602.434203,150975,3180025
Chhattisgarh,2020,3,Balrampur,CG03,441036,1014202448,2299.591073,60953,1765014
Chhattisgarh,2020,3,Bastar,CG04,494723,996159111.5,2013.569435,89115,1887298
Chhattisgarh,2020,3,Bemetara,CG05,391183,568030403.7,1452.083561,75434,1493775
Chhattisgarh,2020,3,Bijapur,CG06,211349,499340515,2362.63486,28816,818562
Chhattisgarh,2020,3,Bilaspur,CG07,1745292,2896159001,1659.412294,349586,6741931
Chhattisgarh,2020,3,Dantewada,CG08,229155,513318881.2,2240.050975,36067,879769
Chhattisgarh,2020,3,Dhamtari,CG09,464301,785732349.9,1692.290884,89508,1790640
Chhattisgarh,2020,3,Durg,CG10,3050549,4422630206,1449.78173,426052,9982427
Chhattisgarh,2020,3,Gariyaband,CG11,302410,526052466.3,1739.533965,51653,1150137
Chhattisgarh,2020,3,Janjgir Champa,CG13,1514440,2490630273,1644.588279,254275,7932461
Chhattisgarh,2020,3,Jashpur,CG14,430402,733938150.3,1705.238708,79728,1779430
Chhattisgarh,2020,3,Kabirdham,CG15,402381,608806472.3,1513.009989,80175,1675078
Chhattisgarh,2020,3,Kanker,CG16,458506,944194080.8,2059.284024,81984,1829476
Chhattisgarh,2020,3,Kondagaon,CG17,262629,472823128.6,1800.346225,46426,1027009
Chhattisgarh,2020,3,Korba,CG18,1244497,2009501715,1614.709971,204448,5026826
Chhattisgarh,2020,3,Korea,CG19,505107,903153468,1788.043856,80301,1900699
Chhattisgarh,2020,3,Mahasamund,CG20,711477,1292683805,1816.901748,116370,2682672
Chhattisgarh,2020,3,Mungeli,CG21,261398,440214275.1,1684.076676,59262,1136447
Chhattisgarh,2020,3,Narayanpur,CG22,88855,172616130.5,1942.672112,14025,345785
Chhattisgarh,2020,3,Raigarh,CG23,1433072,2458680205,1715.671093,259581,6050750
Chhattisgarh,2020,3,Raipur,CG24,6042530,10684762115,1768.259672,679027,15366190
Chhattisgarh,2020,3,Rajnandgaon,CG25,877383,1486830890,1694.620126,166416,3393874
Chhattisgarh,2020,3,Sukma,CG26,169385,438530201.2,2588.955346,24549,686019
Chhattisgarh,2020,3,Surajpur,CG27,466294,871383230.3,1868.742103,79907,1841882
Chhattisgarh,2020,3,Surguja,CG28,707337,1327658513,1876.981571,124081,2702225
Chhattisgarh,2020,4,Balod,CG01,653978,1065314613,1628.976223,100350,2189077
Chhattisgarh,2020,4,Baloda Bazar,CG02,1079166,1896871502,1757.719852,166144,3814790
