State,Year,Quarter,District,Code,Transactions,Amount (INR),ATV (INR),Registered Users,App Opens
Rajasthan,2020,1,Banswara,RJ03,330880,726916344.2,2196.918352,82838,1342542
Rajasthan,2020,1,Baran,RJ04,608776,927974168.8,1524.32778,133269,3014985
Rajasthan,2020,1,Barmer,RJ05,1446721,3237769273,2238.005305,286601,7166819
Rajasthan,2020,1,Bharatpur,RJ06,1367810,2575506372,1882.941616,329290,6790404
Rajasthan,2020,1,Bhilwara,RJ07,2976581,5578143402,1874.010283,442746,13144341
Rajasthan,2020,1,Bikaner,RJ08,1798288,3442445414,1914.290378,362779,8266173
Rajasthan,2020,1,Bundi,RJ09,712522,1016319031,1426.368633,142309,3455333
Rajasthan,2020,1,Chittorgarh,RJ10,1182462,2269539792,1919.33423,231108,5597109
Rajasthan,2020,1,Churu,RJ11,1077936,2221433308,2060.821151,275729,5570951
Rajasthan,2020,1,Dausa,RJ12,2290731,3676225560,1604.82639,308670,11217391
Rajasthan,2020,1,Dholpur,RJ13,421077,887503401.5,2107.698595,101624,2213179
Rajasthan,2020,1,Dungarpur,RJ14,268602,523389448.9,1948.568696,76324,1159673
Rajasthan,2020,1,Ganganagar,RJ31,1690638,3342557353,1977.098204,310884,8129893
Rajasthan,2020,1,Hanumangarh,RJ15,1183791,2435546396,2057.412496,216674,5952908
Rajasthan,2020,1,Jaipur,RJ16,52623661,98360847994,1869.137307,2966508,112753813
Rajasthan,2020,1,Jaisalmer,RJ17,555603,1161655860,2090.801993,105533,2508061
Rajasthan,2020,1,Jalore,RJ18,663865,1393546229,2099.140984,180293,3511023
Rajasthan,2020,1,Jhalawar,RJ19,894980,1662289228,1857.347905,155961,4310076
Rajasthan,2020,1,Jhunjhunu,RJ20,1634493,3486033430,2132.7919,386643,8545411
Rajasthan,2020,1,Jodhpur,RJ21,3807384,7642170734,2007.19726,695569,15334159
Rajasthan,2020,1,Karauli,RJ22,872739,1576364870,1806.227142,164040,4420047
Rajasthan,2020,1,Kota,RJ23,3282916,4272102864,1301.313486,483202,13130482
Rajasthan,2020,1,Nagaur,RJ24,1885285,4010256397,2127.135365,437492,9554943
Rajasthan,2020,1,Pali,RJ25,1057322,2090797318,1977.44615,268302,5368443
Rajasthan,2020,1,Pratapgarh,RJ26,221448,454661673.9,2053.13064,55077,1133884
Rajasthan,2020,1,Rajsamand,RJ27,715929,1539560603,2150.437548,135151,2855731
Rajasthan,2020,1,Sawai Madhopur,RJ28,1331196,2019196354,1516.828742,209020,6355173
Rajasthan,2020,1,Sikar,RJ29,2898431,6198159589,2138.453387,522371,14810439
Rajasthan,2020,1,Sirohi,RJ30,546429,983010164.3,1798.971439,129859,2676831
Rajasthan,2020,1,Tonk,RJ32,1486166,2330303454,1567.996747,216178,6901660
Rajasthan,2020,1,Udaipur,RJ33,2735381,3947849173,1443.253855,422167,10513844
Rajasthan,2020,2,Ajmer,RJ01,2539677,4723275737,1859.793878,543273,10441267
Rajasthan,2020,2,Alwar,RJ02,5981709,10239649720,1711.826791,915475,25159291
Rajasthan,2020,2,Banswara,RJ03,370056,692994808.8,1872.675511,99412,1699963
Rajasthan,2020,2,Baran,RJ04,838653,1511655624,1802.480435,151765,3835116
Rajasthan,2020,2,Barmer,RJ05,2038065,4156124012,2039.249981,339591,9014183
Rajasthan,2020,2,Bharatpur,RJ06,1861557,3561067371,1912.951025,387228,8912263
Rajasthan,2020,2,Bhilwara,RJ07,3144077,5583955261,1776.023698,494563,12890198
Rajasthan,2020,2,Bikaner,RJ08,2034733,3703555515,1820.167813,411873,8603077
Rajasthan,2020,2,Bundi,RJ09,878144,1460564008,1663.239751,160378,3927602
Rajasthan,2020,2,Chittorgarh,RJ10,1324205,2449356728,1849.680924,260273,5682568
Rajasthan,2020,2,Churu,RJ11,1438466,2818320326,1959.254043,316790,6760892
Rajasthan,2020,2,Dausa,RJ12,2849821,4537835886,1592.323127,340173,12618994
Rajasthan,2020,2,Dholpur,RJ13,614600,1206739832,1963.455633,116972,2947200
Rajasthan,2020,2,Dungarpur,RJ14,378890,580230650.7,1531.396053,91873,1636556
Rajasthan,2020,2,Ganganagar,RJ31,2016375,3982315548,1974.987563,335621,8379592
Rajasthan,2020,2,Hanumangarh,RJ15,1460018,3028804526,2074.498072,236656,6563154
Rajasthan,2020,2,Jaipur,RJ16,43871862,88270816978,2012.014374,3182014,80877961
Rajasthan,2020,2,Jaisalmer,RJ17,747477,1378478712,1844.175422,123119,2920461
Rajasthan,2020,2,Jalore,RJ18,1019723,1882434514,1846.025356,214252,4760526
Rajasthan,2020,2,Jhalawar,RJ19,1120590,2559982782,2284.495473,179103,4948638
Rajasthan,2020,2,Jhunjhunu,RJ20,2242392,4325892022,1929.141748,438673,10603434
Rajasthan,2020,2,Jodhpur,RJ21,3972317,7649652332,1925.740653,786584,14441478
Rajasthan,2020,2,Karauli,RJ22,1408933,2391025440,1697.046943,186606,6525754
Rajasthan,2020,2,Kota,RJ23,2674020,4271159445,1597.280292,529843,10371662
Rajasthan,2020,2,Nagaur,RJ24,2506689,4856436699,1937.390996,507139,11775596
Rajasthan,2020,2,Pali,RJ25,1372177,2377825477,1732.885391,307887,6310273
Rajasthan,2020,2,Pratapgarh,RJ26,321199,639106489.1,1989.752425,65571,1452171
Rajasthan,2020,2,Rajsamand,RJ27,917992,1695442006,1846.902812,156088,3238062
Rajasthan,2020,2,Sawai Madhopur,RJ28,1736691,2726823528,1570.125905,232702,7297253
Rajasthan,2020,2,Sikar,RJ29,3448263,6813435570,1975.903685,589850,15875616
Rajasthan,2020,2,Sirohi,RJ30,696555,1088938588,1563.320324,148341,3094850
Rajasthan,2020,2,Tonk,RJ32,1834820,3108063337,1693.933648,242537,7781905
Rajasthan,2020,2,Udaipur,RJ33,2293910,3491313531,1521.992376,470976,8593625
Rajasthan,2020,3,Ajmer,RJ01,3910137,8288212744,2119.673235,605298,14653418
Rajasthan,2020,3,Alwar,RJ02,7995044,14617913028,1828.371805,1008033,31403726
Rajasthan,2020,3,Banswara,RJ03,402498,880276877.6,2187.034166,113690,1945847
Rajasthan,2020,3,Baran,RJ04,990694,1781540360,1798.275109,170494,4538646
Rajasthan,2020,3,Barmer,RJ05,2386729,5803287090,2431.481366,382632,10425426
Rajasthan,2020,3,Bharatpur,RJ06,2064445,4350126191,2107.164972,443923,9409816
Rajasthan,2020,3,Bhilwara,RJ07,4656173,9414793216,2022.00245,548564,17651079
Rajasthan,2020,3,Bikaner,RJ08,2716423,5489007986,2020.674978,458961,11169617
Rajasthan,2020,3,Bundi,RJ09,1081850,1857526775,1716.991057,179426,4732783
Rajasthan,2020,3,Chittorgarh,RJ10,1806035,3708385693,2053.329915,289447,7499061
Rajasthan,2020,3,Churu,RJ11,1745171,3918241716,2245.19071,351312,7999281
Rajasthan,2020,3,Dausa,RJ12,3552220,5920927936,1666.824672,374327,15029658
Rajasthan,2020,3,Dholpur,RJ13,662790,1506195341,2272.507643,130882,3049890
Rajasthan,2020,3,Dungarpur,RJ14,381150,780764641.8,2048.444554,104238,1696231
Rajasthan,2020,3,Ganganagar,RJ31,2506247,5401051023,2155.035407,361472,10430039
Rajasthan,2020,3,Hanumangarh,RJ15,1785890,3999623395,2239.568728,256413,8007919
Rajasthan,2020,3,Jaipur,RJ16,71797182,1.38189E+11,1924.71933,3433167,125079282
Rajasthan,2020,3,Jaisalmer,RJ17,916827,1932636843,2107.962399,138087,3642268
Rajasthan,2020,3,Jalore,RJ18,1154031,2737316593,2371.961059,241722,5465909
Rajasthan,2020,3,Jhalawar,RJ19,1396419,3037588893,2175.270383,202659,6128883
Rajasthan,2020,3,Jhunjhunu,RJ20,2804689,6098391248,2174.355605,484411,12694667
Rajasthan,2020,3,Jodhpur,RJ21,6262826,13714122198,2189.765802,870849,19922472
Rajasthan,2020,3,Karauli,RJ22,1489891,2839657294,1905.949693,208020,6785763
Rajasthan,2020,3,Kota,RJ23,4442791,8027789841,1806.924935,577117,13759287
Rajasthan,2020,3,Nagaur,RJ24,3048026,6903346685,2264.858202,564788,13925433
Rajasthan,2020,3,Pali,RJ25,1854914,3848648124,2074.839116,345708,8255807
Rajasthan,2020,3,Pratapgarh,RJ26,360412,800605053.2,2221.360702,74664,1699712
Rajasthan,2020,3,Rajsamand,RJ27,1127177,2386997648,2117.677745,176459,4332202
Rajasthan,2020,3,Sawai Madhopur,RJ28,2157237,3506697100,1625.550229,261108,9027130
Rajasthan,2020,3,Sikar,RJ29,4567655,9916206322,2170.962194,652190,19910360
Rajasthan,2020,3,Sirohi,RJ30,931740,1721461839,1847.577478,165084,4005774
Rajasthan,2020,3,Tonk,RJ32,2296368,3947608431,1719.066121,271572,9391974
Rajasthan,2020,3,Udaipur,RJ33,3836995,6351934008,1655.444953,522695,13013510
Rajasthan,2020,4,Ajmer,RJ01,5843422,12526263261,2143.652001,667786,18479194
Rajasthan,2020,4,Alwar,RJ02,10874361,21064630283,1937.091318,1096436,35643201
Rajasthan,2020,4,Banswara,RJ03,627538,1380321074,2199.581658,129685,2518374
Rajasthan,2020,4,Baran,RJ04,1380743,2548027240,1845.402975,187876,5057385
Rajasthan,2020,4,Barmer,RJ05,3449878,8672444321,2513.840872,427187,12501398
Rajasthan,2020,4,Bharatpur,RJ06,2744055,5971854299,2176.288121,488657,10160228
Rajasthan,2020,4,Bhilwara,RJ07,6669204,13765886969,2064.09745,600492,20982848
Rajasthan,2020,4,Bikaner,RJ08,4005208,8393453473,2095.634852,505877,13537018
Rajasthan,2020,4,Bundi,RJ09,1553114,2682280736,1727.034034,197914,5473686
Rajasthan,2020,4,Chittorgarh,RJ10,2615839,5457760762,2086.428394,318559,9003388
Rajasthan,2020,4,Churu,RJ11,2461810,5879435915,2388.257386,386458,9412917
Rajasthan,2020,4,Dausa,RJ12,3972332,7263765843,1828.589817,403566,14098651
Rajasthan,2020,4,Dholpur,RJ13,936119,2216588503,2367.84907,144560,3534891
Rajasthan,2020,4,Dungarpur,RJ14,555914,1180558251,2123.634683,117041,2067808
Rajasthan,2020,4,Ganganagar,RJ31,3623577,7936384991,2190.207353,388034,12772868
Rajasthan,2020,4,Hanumangarh,RJ15,2508714,5925971726,2362.155163,275838,9393442
Rajasthan,2020,4,Jaipur,RJ16,82378485,1.59642E+11,1937.905498,3679874,148178456
Rajasthan,2020,4,Jaisalmer,RJ17,1431699,3080601568,2151.710358,153298,4666428
Rajasthan,2020,4,Jalore,RJ18,1575662,3942410357,2502.066025,267460,6174701
Rajasthan,2020,4,Jhalawar,RJ19,1906726,4062512989,2130.622328,223785,6746396
Rajasthan,2020,4,Jhunjhunu,RJ20,3978471,9648559703,2425.19292,527749,14774833
Rajasthan,2020,4,Jodhpur,RJ21,8568947,19107841742,2229.893795,956422,24618380
Rajasthan,2020,4,Karauli,RJ22,1675614,3453137389,2060.819132,227131,6370881
Rajasthan,2020,4,Kota,RJ23,6392503,11328763287,1772.195224,625674,17093714
Rajasthan,2020,4,Nagaur,RJ24,4447471,10913756198,2453.924084,621602,16605197
Rajasthan,2020,4,Pali,RJ25,2663178,5830180712,2189.181764,382655,9825539
Rajasthan,2020,4,Pratapgarh,RJ26,492384,1136165441,2307.478393,83444,1932067
Rajasthan,2020,4,Rajsamand,RJ27,1614361,3430500719,2124.989837,196490,5256359
Rajasthan,2020,4,Sawai Madhopur,RJ28,2509016,4393102786,1750.926573,284274,8890374
Rajasthan,2020,4,Sikar,RJ29,6635869,15551286577,2343.519225,712668,23601312
Rajasthan,2020,4,Sirohi,RJ30,1355839,2570610442,1895.955524,181922,4838098
Rajasthan,2020,4,Tonk,RJ32,3203388,5701339582,1779.784273,296247,10501803
Rajasthan,2020,4,Udaipur,RJ33,5631994,9376663714,1664.892348,572833,16303274
Rajasthan,2021,1,Ajmer,RJ01,7053995,15317166378,2171.417243,723852,23579979
Rajasthan,2021,1,Alwar,RJ02,12041829,23497000298,1951.281678,1185599,43190779
Rajasthan,2021,1,Banswara,RJ03,691566,1624792470,2349.439489,141400,3013349
Rajasthan,2021,1,Baran,RJ04,1448642,2847364293,1965.540343,203337,5801624
Rajasthan,2021,1,Barmer,RJ05,4110660,11264935916,2740.420253,467599,16621513
Rajasthan,2021,1,Bharatpur,RJ06,3042043,6708987386,2205.421615,532869,12486257
Rajasthan,2021,1,Bhilwara,RJ07,7672484,16416337442,2139.637885,651400,25443751
Rajasthan,2021,1,Bikaner,RJ08,4734203,10056780360,2124.281608,549650,17216574
Rajasthan,2021,1,Bundi,RJ09,1683993,3089653094,1834.71849,214612,6548190
Rajasthan,2021,1,Chittorgarh,RJ10,2948289,6425179622,2179.290979,346105,10970397
Rajasthan,2021,1,Churu,RJ11,2731771,6726856130,2462.452428,419405,11431454
Rajasthan,2021,1,Dausa,RJ12,4999310,8786072972,1757.457123,436073,18930061
Rajasthan,2021,1,Dholpur,RJ13,999900,2398002048,2398.241872,157012,4162764
Rajasthan,2021,1,Dungarpur,RJ14,611490,1372686858,2244.823069,127350,2477341
Rajasthan,2021,1,Ganganagar,RJ31,4118972,8871371303,2153.782862,417045,15473270
Rajasthan,2021,1,Hanumangarh,RJ15,2701068,6539912589,2421.232116,296847,10904246
Rajasthan,2021,1,Jaipur,RJ16,125917532,2.23771E+11,1777.125093,3951866,183223237
Rajasthan,2021,1,Jaisalmer,RJ17,1725745,3811332821,2208.51448,167775,6229028
Rajasthan,2021,1,Jalore,RJ18,1718704,4884080088,2841.722652,291129,7479999
Rajasthan,2021,1,Jhalawar,RJ19,2097068,4661637194,2222.93087,243433,8020226
Rajasthan,2021,1,Jhunjhunu,RJ20,4350270,10335519087,2375.833934,569602,17478212
Rajasthan,2021,1,Jodhpur,RJ21,11409882,24774598219,2171.328171,1036855,31951682
Rajasthan,2021,1,Karauli,RJ22,1925731,3977897318,2065.655753,246158,8003738
Rajasthan,2021,1,Kota,RJ23,9133910,15546647728,1702.08024,674683,22050579
Rajasthan,2021,1,Nagaur,RJ24,4976059,12761075160,2564.494344,674465,20283897
Rajasthan,2021,1,Pali,RJ25,2984309,6767220860,2267.600594,415885,11819976
Rajasthan,2021,1,Pratapgarh,RJ26,538169,1351138009,2510.620287,91072,2334901
Rajasthan,2021,1,Rajsamand,RJ27,1840526,4042427825,2196.343776,213464,6267543
Rajasthan,2021,1,Sawai Madhopur,RJ28,3177944,5382039395,1693.560175,308182,11891379
Rajasthan,2021,1,Sikar,RJ29,7581768,17303999484,2282.317196,770103,28600473
Rajasthan,2021,1,Sirohi,RJ30,1515460,3035265055,2002.867153,196962,5802177
Rajasthan,2021,1,Tonk,RJ32,3421206,6186398098,1808.250686,320035,12332529
Rajasthan,2021,1,Udaipur,RJ33,6826421,10957000442,1605.087123,619264,20513934
Rajasthan,2021,2,Ajmer,RJ01,7863986,16687418391,2122.005099,776294,30665240
Rajasthan,2021,2,Alwar,RJ02,14291357,26436939538,1849.855093,1273307,47024799
Rajasthan,2021,2,Banswara,RJ03,848559,1987559373,2342.275991,152564,8074724
Rajasthan,2021,2,Baran,RJ04,1657148,3411039143,2058.379302,219493,11541278
Rajasthan,2021,2,Barmer,RJ05,5379586,13831654569,2571.137364,508022,66990117
Rajasthan,2021,2,Bharatpur,RJ06,4010426,8730800909,2177.02581,573558,16306652
Rajasthan,2021,2,Bhilwara,RJ07,8735150,17984159143,2058.826596,701929,38002894
Rajasthan,2021,2,Bikaner,RJ08,5602946,11924692955,2128.289824,592883,50927072
Rajasthan,2021,2,Bundi,RJ09,1995615,3857748495,1933.112597,231781,13395218
Rajasthan,2021,2,Chittorgarh,RJ10,3344931,7084417205,2117.956156,373366,17991745
Rajasthan,2021,2,Churu,RJ11,3649018,8499729274,2329.319635,452436,24492982
Rajasthan,2021,2,Dausa,RJ12,6410357,10828124761,1689.160956,468401,23327644
Rajasthan,2021,2,Dholpur,RJ13,1328838,3139295693,2362.436726,169376,7403984
Rajasthan,2021,2,Dungarpur,RJ14,760275,1594168931,2096.831977,137559,6330854
Rajasthan,2021,2,Ganganagar,RJ31,4753914,10746504871,2260.559377,447213,112799686
Rajasthan,2021,2,Hanumangarh,RJ15,3380981,8144091679,2408.795459,318916,71893810
Rajasthan,2021,2,Jaipur,RJ16,137247139,2.48391E+11,1809.808057,4226231,129314372
Rajasthan,2021,2,Jaisalmer,RJ17,2072381,4346891101,2097.53472,182456,25511431
Rajasthan,2021,2,Jalore,RJ18,2313815,6248659227,2700.587224,314575,20927950
Rajasthan,2021,2,Jhalawar,RJ19,2408252,5698521651,2366.248072,262988,15380255
Rajasthan,2021,2,Jhunjhunu,RJ20,5737156,12840869599,2238.194255,611825,24604858
Rajasthan,2021,2,Jodhpur,RJ21,12941666,27913789332,2156.893041,1114131,62758418
Rajasthan,2021,2,Karauli,RJ22,2869692,5673272614,1976.962202,265012,15318896
Rajasthan,2021,2,Kota,RJ23,9960676,18087598514,1815.900699,722793,20158112
Rajasthan,2021,2,Nagaur,RJ24,6493229,15639817786,2408.63487,726871,49222121
Rajasthan,2021,2,Pali,RJ25,3745421,7957453111,2124.581752,447779,26084296
Rajasthan,2021,2,Pratapgarh,RJ26,671704,1622148152,2414.974679,98859,7256037
Rajasthan,2021,2,Rajsamand,RJ27,2176976,4463576167,2050.356167,229951,12148232
Rajasthan,2021,2,Sawai Madhopur,RJ28,3904625,6665184242,1706.997277,331804,19386358
Rajasthan,2021,2,Sikar,RJ29,8840543,19750164304,2234.044255,826855,37021004
Rajasthan,2021,2,Sirohi,RJ30,1706489,3292314136,1929.291156,211770,9436390
Rajasthan,2021,2,Tonk,RJ32,4093452,7422412798,1813.240463,345171,24685623
Rajasthan,2021,2,Udaipur,RJ33,6280736,10800769538,1719.66622,664816,25708180
Sikkim,2018,1,East,SK01,24432,35907388.05,1469.686806,12749,0
Sikkim,2018,1,North,SK02,3446,5176776.803,1502.256762,1575,0
Sikkim,2018,1,South,SK03,11355,16098282.75,1417.726354,3679,0
Sikkim,2018,1,West,SK04,4845,7468491.334,1541.48428,2048,0
Sikkim,2018,2,East,SK01,40432,83823658.19,2073.200885,17767,0
Sikkim,2018,2,North,SK02,6735,12849363.32,1907.849045,2315,0
Sikkim,2018,2,South,SK03,16740,27651617.53,1651.829004,5147,0
Sikkim,2018,2,West,SK04,10671,19368446.48,1815.054492,2868,0
Sikkim,2018,3,East,SK01,59571,133322127,2238.037418,23460,0
Sikkim,2018,3,North,SK02,10146,27923847.4,2752.202582,3192,0
Sikkim,2018,3,South,SK03,24662,40036375.96,1623.403453,6943,0
Sikkim,2018,3,West,SK04,14121,33797876.57,2393.447813,4042,0
Sikkim,2018,4,East,SK01,84485,216960325.4,2568.033679,29948,0
Sikkim,2018,4,North,SK02,15986,54207984.03,3390.966097,4270,0
Sikkim,2018,4,South,SK03,34495,60113689.05,1742.678332,8992,0
Sikkim,2018,4,West,SK04,19567,51859359.65,2650.348017,5328,0
Sikkim,2019,1,East,SK01,155482,291845618,1877.037972,36124,0
Sikkim,2019,1,North,SK02,15810,42949466.66,2716.601307,5322,0
Sikkim,2019,1,South,SK03,47506,76869333.72,1618.097371,11031,0
Sikkim,2019,1,West,SK04,21489,46329216.02,2155.950301,6479,0
Sikkim,2019,2,East,SK01,297652,538259507.8,1808.351726,43048,238494
Sikkim,2019,2,North,SK02,18856,54371272.97,2883.499839,6340,36802
Sikkim,2019,2,South,SK03,45712,82937894.82,1814.357167,13547,77140
Sikkim,2019,2,West,SK04,26024,63325567.84,2433.352592,8064,46084
Sikkim,2019,3,East,SK01,429201,643298304.7,1498.8276,49404,754830
Sikkim,2019,3,North,SK02,28543,68488417.92,2399.482112,7227,136683
Sikkim,2019,3,South,SK03,61142,106415589.3,1740.46628,16016,280590
Sikkim,2019,3,West,SK04,33550,66514136.58,1982.537603,9481,144701
Sikkim,2019,4,East,SK01,616761,877636921.2,1422.97733,55340,889132
Sikkim,2019,4,North,SK02,33255,84624221.59,2544.706708,8093,154626
Sikkim,2019,4,South,SK03,73099,121803196.1,1666.277188,18461,329447
Sikkim,2019,4,West,SK04,43955,92445262.77,2103.179679,11078,178799
Sikkim,2020,1,East,SK01,360279,729478141.6,2024.758983,61820,973818
Sikkim,2020,1,North,SK02,35470,84615332.46,2385.546446,9022,152979
Sikkim,2020,1,South,SK03,82456,138401236.4,1678.485937,21043,363778
Sikkim,2020,1,West,SK04,49913,100981561.5,2023.151514,12746,206588
Sikkim,2020,2,East,SK01,304581,653853477.5,2146.731009,69829,1057180
Sikkim,2020,2,North,SK02,47621,126661852.9,2659.789858,10242,191832
Sikkim,2020,2,South,SK03,95669,152837659.2,1597.567229,24768,391248
Sikkim,2020,2,West,SK04,69860,121265798.7,1735.840233,15082,272075
Sikkim,2020,3,East,SK01,353881,869648385.4,2457.459952,78018,1205412
Sikkim,2020,3,North,SK02,57672,163225093.1,2830.231189,11317,226808
Sikkim,2020,3,South,SK03,104888,202497013.7,1930.602297,28038,435098
Sikkim,2020,3,West,SK04,79994,165556236.4,2069.608175,17400,289152
Sikkim,2020,4,East,SK01,428732,1129627876,2634.811202,85770,1393562
Sikkim,2020,4,North,SK02,80801,251186246.6,3108.702202,12501,290250
Sikkim,2020,4,South,SK03,130339,292804584.2,2246.484814,31055,487764
Sikkim,2020,4,West,SK04,95163,245657098.1,2581.434992,19217,307094
Sikkim,2021,1,East,SK01,516158,1432658383,2775.619836,92502,1635704
Sikkim,2021,1,North,SK02,68266,220448585,3229.258855,13452,280676
Sikkim,2021,1,South,SK03,127233,310128541.2,2437.485096,33490,549002
Sikkim,2021,1,West,SK04,88532,254432217.5,2873.90116,20769,329949
Sikkim,2021,2,East,SK01,635504,1575867391,2479.71278,99077,1747714
Sikkim,2021,2,North,SK02,81358,256077157.4,3147.53506,14411,1001230
Sikkim,2021,2,South,SK03,157530,344012187.2,2183.788404,35900,967570
Sikkim,2021,2,West,SK04,102322,248942844.2,2432.935676,22352,824607
Tamil Nadu,2018,1,Ariyalur,TN01,16068,28339477.99,1763.721558,9211,0
Tamil Nadu,2018,1,Chengalpattu,TN02,569483,1030187165,1808.986686,215210,0
Tamil Nadu,2018,1,Chennai,TN03,2656230,4281137763,1611.734587,292004,0
Tamil Nadu,2018,1,Coimbatore,TN04,533919,913824434.6,1711.541329,170306,0
Tamil Nadu,2018,1,Cuddalore,TN05,89956,139521484.6,1550.996983,43486,0
Tamil Nadu,2018,1,Dharmapuri,TN06,63975,104176495.5,1628.393834,33682,0
Tamil Nadu,2018,1,Dindigul,TN07,65863,118771377.4,1803.309558,34025,0
Tamil Nadu,2018,1,Erode,TN08,114560,198072372.8,1728.983701,53761,0
Tamil Nadu,2018,1,Kallakkurichi,TN09,32666,53643331.73,1642.176322,20750,0
Tamil Nadu,2018,1,Kancheepuram,TN10,308279,538409899,1746.502029,136352,0
Tamil Nadu,2018,1,Kanniyakumari,TN11,44474,72304912.26,1625.779383,28347,0
Tamil Nadu,2018,1,Karur,TN12,42198,76141519.73,1804.386931,19098,0
Tamil Nadu,2018,1,Krishnagiri,TN13,153618,253907426.2,1652.849446,66958,0
Tamil Nadu,2018,1,Madurai,TN14,129858,232151304.3,1787.732018,72582,0
Tamil Nadu,2018,1,Nagapattinam,TN16,25394,46160213.43,1817.76063,15626,0
Tamil Nadu,2018,1,Namakkal,TN17,99497,178022610.2,1789.225908,38529,0
Tamil Nadu,2018,1,Perambalur,TN19,13293,19364164.45,1456.718909,8476,0
Tamil Nadu,2018,1,Pudukkottai,TN20,35973,65083487.93,1809.231588,16067,0
Tamil Nadu,2018,1,Ramanathapuram,TN21,24581,45696810.24,1859.029748,14636,0
Tamil Nadu,2018,1,Ranipet,TN22,50346,68782429.03,1366.194515,31107,0
Tamil Nadu,2018,1,Salem,TN23,219916,375963971.7,1709.579893,88288,0
Tamil Nadu,2018,1,Sivaganga,TN24,34130,63944318.44,1873.551668,16919,0
Tamil Nadu,2018,1,Tenkasi,TN25,24822,39439630.86,1588.898189,15000,0
Tamil Nadu,2018,1,Thanjavur,TN26,88574,145796314.2,1646.039631,36258,0
Tamil Nadu,2018,1,The Nilgiris,TN18,29334,55552425.9,1893.78966,13351,0
Tamil Nadu,2018,1,Theni,TN27,33275,54074355.48,1625.074545,18253,0
Tamil Nadu,2018,1,Thiruvallur,TN33,413340,730210413.7,1766.609604,215622,0
Tamil Nadu,2018,1,Thiruvarur,TN35,20460,32378308.92,1582.517543,11170,0
Tamil Nadu,2018,1,Thoothukkudi,TN28,37172,55782894.98,1500.669724,25509,0
Tamil Nadu,2018,1,Tiruchirappalli,TN29,149186,262528157.2,1759.737222,62230,0
Tamil Nadu,2018,1,Tirunelveli,TN30,50976,96759984.02,1898.147835,28006,0
Tamil Nadu,2018,1,Tirupathur,TN31,38799,56805034.73,1464.085021,25242,0
Tamil Nadu,2018,1,Tiruppur,TN32,239740,423271979.7,1765.545923,87652,0
Tamil Nadu,2018,1,Tiruvannamalai,TN34,72372,91216191.6,1260.379589,40279,0
Tamil Nadu,2018,1,Vellore,TN36,104902,153394007.9,1462.26009,42137,0
Tamil Nadu,2018,1,Viluppuram,TN37,59239,96341148.2,1626.312872,31546,0
Tamil Nadu,2018,1,Virudhunagar,TN38,40154,64399880.89,1603.822306,27079,0
Tamil Nadu,2018,2,Ariyalur,TN01,26224,55081294.95,2100.415457,14083,0
Tamil Nadu,2018,2,Chengalpattu,TN02,829689,1681243537,2026.353895,292432,0
Tamil Nadu,2018,2,Chennai,TN03,3719593,7305357441,1964.020644,401349,0
Tamil Nadu,2018,2,Coimbatore,TN04,871802,1722112067,1975.34769,244374,0
Tamil Nadu,2018,2,Cuddalore,TN05,135570,254106751.9,1874.358279,63447,0
Tamil Nadu,2018,2,Dharmapuri,TN06,98177,198033255.2,2017.104365,49703,0
Tamil Nadu,2018,2,Dindigul,TN07,115319,243396384,2110.635576,50731,0
Tamil Nadu,2018,2,Erode,TN08,175257,367928461.7,2099.365284,77385,0
Tamil Nadu,2018,2,Kallakkurichi,TN09,52388,103911012.3,1983.48882,30936,0
Tamil Nadu,2018,2,Kancheepuram,TN10,460276,926687779.5,2013.330653,188583,0
Tamil Nadu,2018,2,Kanniyakumari,TN11,72489,140282942.1,1935.230754,41038,0
Tamil Nadu,2018,2,Karur,TN12,66337,137504455.9,2072.816919,27639,0
Tamil Nadu,2018,2,Krishnagiri,TN13,240421,518922355.2,2158.390303,96842,0
Tamil Nadu,2018,2,Madurai,TN14,213788,460415565.2,2153.608085,105957,0
Tamil Nadu,2018,2,Nagapattinam,TN16,41103,86466039.59,2103.643033,23371,0
Tamil Nadu,2018,2,Namakkal,TN17,145248,321879410,2216.06776,55375,0
Tamil Nadu,2018,2,Perambalur,TN19,20977,37294395.57,1777.870791,12343,0
Tamil Nadu,2018,2,Pudukkottai,TN20,58403,120759489.8,2067.693265,24385,0
Tamil Nadu,2018,2,Ramanathapuram,TN21,41164,95315460.37,2315.505305,22157,0
Tamil Nadu,2018,2,Ranipet,TN22,71093,136204501.1,1915.863743,43481,0
Tamil Nadu,2018,2,Salem,TN23,333175,709542959.2,2129.640457,126830,0
Tamil Nadu,2018,2,Sivaganga,TN24,55874,121656962.2,2177.34478,25789,0
Tamil Nadu,2018,2,Tenkasi,TN25,44391,87372014.16,1968.237124,22686,0
Tamil Nadu,2018,2,Thanjavur,TN26,124870,260046384.1,2082.536911,53239,0
Tamil Nadu,2018,2,The Nilgiris,TN18,55793,110994324.6,1989.395167,19063,0
Tamil Nadu,2018,2,Theni,TN27,51064,112377995.9,2200.728418,27112,0
Tamil Nadu,2018,2,Thiruvallur,TN33,615860,1281039199,2080.081835,300210,0
Tamil Nadu,2018,2,Thiruvarur,TN35,32835,57642123.09,1755.508546,17005,0
Tamil Nadu,2018,2,Thoothukkudi,TN28,59562,110287285,1851.638376,38026,0
